Player_Name,matches,inns,balls,runs,wkts,BBI,bowling_ave,Econ,bowling_SR,5W,10W,balls_bowled,runs_against,odi_year
Martin Guptill,198,11,,,4,2/6,24.50,5.39,27.2,0,0,109,98,2018-2018
Colin Munro,57,25,,,7,2/10,68.71,5.22,78.8,0,0,552,481,2018-2018
Kane Williamson,161,65,,,37,4/22,35.40,5.35,39.6,0,0,1467,1310,2018-2018
Ross Taylor,236,4,,,0,-,-,5.00,-,0,0,42,35,2018-2018
Tom Latham,130,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Henry Nicholls,66,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Mitchell Santner,93,88,,,90,5/50,38.58,4.87,47.5,1,0,4277,3473,2018-2018
Tim Southee,154,152,,,210,7/33,33.46,5.43,36.9,3,0,7751,7027,2018-2018
Todd Astle,9,8,,,10,3/33,24.60,5.46,27.0,0,0,270,246,2018-2018
Azhar Ali,53,14,,,4,2/26,65.00,6.04,64.5,0,0,258,260,2018-2018
Fakhar Zaman,70,7,,,1,1/19,111.00,4.93,135.0,0,0,135,111,2018-2018
Babar Azam,100,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Mohammad Hafeez,218,177,,,139,4/41,38.84,4.18,55.6,0,0,7733,5400,2018-2018
Shoaib Malik,287,217,,,158,4/19,39.18,4.66,50.3,0,0,7958,6192,2018-2018
Sarfaraz Ahmed,117,1,,,0,-,-,7.50,-,0,0,12,15,2018-2018
Shadab Khan,56,54,,,73,4/28,32.64,5.13,38.1,0,0,2784,2383,2018-2018
Faheem Ashraf,31,30,,,23,5/22,46.08,5.11,54.0,1,0,1244,1060,2018-2018
Mohammad Amir,61,60,,,81,5/30,29.62,4.77,37.1,1,0,3013,2400,2018-2018
Rumman Raees,9,9,,,14,3/49,33.14,6.01,33.0,0,0,463,464,2018-2018
Hasan Ali,60,58,,,91,5/34,30.36,5.75,31.6,4,0,2882,2763,2018-2018
Trent Boult,99,99,,,187,7/34,23.97,4.93,29.1,5,0,5453,4484,2018-2018
Lockie Ferguson,53,53,,,85,5/45,31.04,5.66,32.8,1,0,2795,2639,2018-2018
Imam-ul-Haq,59,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Ashfaq Ahmed,16,7,,,4,2/55,46.25,4.97,55.7,0,0,223,185,2018-2018
Rohan Mustafa,81,80,,,85,5/25,33.30,4.48,44.5,1,0,3787,2831,2018-2018
Ghulam Shabber,23,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Rameez Shahzad,26,2,,,0,-,-,6.60,-,0,0,30,33,2018-2018
Muhammad Usman,38,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Mohammad Boota,9,1,,,0,-,-,5.00,-,0,0,12,10,2018-2018
Adnan Mufti,18,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Mohammad Naveed,39,39,,,53,5/28,33.15,5.43,36.5,1,0,1938,1757,2018-2018
Ahmed Raza,53,53,,,64,5/26,30.06,4.12,43.7,1,0,2801,1924,2018-2018
Zahoor Khan,59,59,,,89,6/34,25.96,5.04,30.8,1,0,2750,2311,2018-2018
Qadeer Ahmed,11,11,,,8,2/38,58.37,5.43,64.5,0,0,516,467,2018-2018
William Porterfield,148,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Paul Stirling,154,76,,,43,6/55,45.16,4.77,56.7,1,0,2441,1942,2018-2018
Andy Balbirnie,101,3,,,2,1/26,34.00,6.80,30.0,0,0,60,68,2018-2018
Ed Joyce,78,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Niall O'Brien,103,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Kevin O'Brien,153,116,,,114,4/13,32.68,5.20,37.6,0,0,4296,3726,2018-2018
Gary Wilson,105,-,,,-,-,-,-,-,-,-,-,-,2018-2018
George Dockrell,117,102,,,103,4/24,36.79,4.83,45.6,0,0,4706,3790,2018-2018
Boyd Rankin,75,73,,,106,4/15,27.87,4.78,34.9,0,0,3702,2955,2018-2018
Barry McCarthy,42,42,,,69,5/46,29.18,5.74,30.4,1,0,2104,2014,2018-2018
Peter Chase,25,24,,,34,3/33,39.88,6.57,36.4,0,0,1238,1356,2018-2018
Stuart Poynter,21,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Andy McBrine,82,77,,,84,5/29,34.70,4.52,45.9,1,0,3863,2915,2018-2018
Aaron Finch,146,21,,,4,1/2,64.75,5.47,71.0,0,0,284,259,2018-2018
David Warner,142,1,,,0,-,-,8.00,-,0,0,6,8,2018-2018
Steven Smith,142,40,,,28,3/16,34.67,5.41,38.4,0,0,1076,971,2018-2018
Travis Head,54,30,,,14,2/22,58.42,5.82,60.2,0,0,843,818,2018-2018
Mitchell Marsh,72,64,,,54,5/33,35.42,5.43,39.0,1,0,2111,1913,2018-2018
Marcus Stoinis,60,53,,,40,3/16,42.92,5.87,43.8,0,0,1753,1717,2018-2018
Tim Paine,35,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Pat Cummins,75,75,,,124,5/70,27.61,5.21,31.7,1,0,3938,3424,2018-2018
Mitchell Starc,110,110,,,219,6/28,22.09,5.11,25.9,9,0,5676,4839,2018-2018
Andrew Tye,7,7,,,12,5/46,32.66,6.07,32.2,1,0,387,392,2018-2018
Jason Roy,116,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Jonny Bairstow,95,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Alex Hales,70,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Joe Root,158,69,,,26,3/52,57.50,5.77,59.7,0,0,1553,1495,2018-2018
Eoin Morgan,248,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Jos Buttler,165,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Moeen Ali,129,119,,,99,4/46,49.89,5.28,56.6,0,0,5606,4940,2018-2018
Chris Woakes,112,108,,,160,6/45,30.23,5.45,33.2,3,0,5317,4837,2018-2018
Mark Wood,59,58,,,71,4/33,37.88,5.42,41.9,0,0,2975,2690,2018-2018
Liam Plunkett,89,87,,,135,5/52,29.70,5.81,30.6,1,0,4137,4010,2018-2018
Adil Rashid,125,119,,,183,5/27,32.20,5.64,34.2,2,0,6263,5894,2018-2018
Adam Zampa,79,79,,,131,5/35,28.46,5.42,31.4,1,0,4122,3729,2018-2018
Hamilton Masakadza,209,85,,,39,3/39,41.94,5.32,47.2,0,0,1844,1636,2018-2018
Solomon Mire,47,19,,,12,4/43,42.91,6.09,42.2,0,0,507,515,2018-2018
Craig Ervine,116,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Brendan Taylor,205,21,,,9,3/54,45.11,6.15,44.0,0,0,396,406,2018-2018
Sikandar Raza,136,107,,,85,4/55,42.48,4.91,51.9,0,0,4412,3611,2018-2018
Malcolm Waller,79,30,,,10,2/44,56.60,5.09,66.6,0,0,666,566,2018-2018
Peter Moor,49,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Graeme Cremer,96,95,,,119,6/46,30.22,4.61,39.3,3,0,4680,3597,2018-2018
Kyle Jarvis,49,49,,,58,4/17,36.00,5.30,40.7,0,0,2362,2088,2018-2018
Tendai Chatara,87,87,,,115,4/33,32.62,5.29,36.9,0,0,4254,3752,2018-2018
Blessing Muzarabani,42,42,,,54,5/49,32.64,5.14,38.0,1,0,2054,1763,2018-2018
Tamim Iqbal,241,2,,,0,-,-,13.00,-,0,0,6,13,2018-2018
Anamul Haque,44,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Shakib Al Hasan,235,229,,,305,5/29,28.98,4.44,39.1,4,0,11939,8840,2018-2018
Mushfiqur Rahim,251,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Sunzamul Islam,3,3,,,5,2/22,15.80,3.16,30.0,0,0,150,79,2018-2018
Mashrafe Mortaza,220,220,,,270,6/26,32.93,4.88,40.4,1,0,10922,8893,2018-2018
Mustafizur Rahman,89,88,,,148,6/43,24.62,5.08,29.0,5,0,4305,3645,2018-2018
Rubel Hossain,104,102,,,129,6/26,34.31,5.67,36.2,1,0,4678,4427,2018-2018
Nasir Hossain,65,43,,,24,3/26,41.16,4.71,52.3,0,0,1256,988,2018-2018
Haris Sohail,45,21,,,11,3/45,55.72,5.72,58.3,0,0,642,613,2018-2018
Colin de Grandhomme,45,45,,,30,3/26,41.00,4.76,51.6,0,0,1548,1230,2018-2018
George Munsey,53,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Michael Jones,12,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Matthew Cross,90,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Richie Berrington,112,62,,,34,4/40,39.55,5.20,45.5,0,0,1550,1345,2018-2018
Calum MacLeod,88,41,,,11,2/26,76.00,5.18,88.0,0,0,968,836,2018-2018
Safyaan Sharif,77,76,,,100,5/33,30.14,4.98,36.2,2,0,3625,3014,2018-2018
Craig Wallace,32,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Tom Sole,10,10,,,10,4/15,38.70,4.60,50.4,0,0,504,387,2018-2018
Mark Watt,61,60,,,89,5/33,24.62,4.12,35.8,1,0,3190,2192,2018-2018
Alasdair Evans,42,40,,,58,5/43,28.94,5.22,33.2,1,0,1928,1679,2018-2018
Stuart Whittingham,5,5,,,8,3/58,28.00,5.35,31.3,0,0,251,224,2018-2018
Kusal Perera,107,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Upul Tharanga,235,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Kusal Mendis,106,2,,,0,-,-,8.40,-,0,0,20,28,2018-2018
Angelo Mathews,221,158,,,120,6/20,33.35,4.62,43.2,1,0,5191,4003,2018-2018
Dinesh Chandimal,157,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Asela Gunaratne,31,25,,,22,3/10,32.86,5.20,37.9,0,0,834,723,2018-2018
Thisara Perera,166,157,,,175,6/44,32.80,5.83,33.7,4,0,5900,5740,2018-2018
Wanindu Hasaranga,48,47,,,67,6/24,28.77,5.07,34.0,3,0,2279,1928,2018-2018
Akila Dananjaya,39,37,,,56,6/29,29.66,5.15,34.5,2,0,1935,1661,2018-2018
Suranga Lakmal,86,84,,,109,4/13,32.42,5.46,35.6,0,0,3881,3534,2018-2018
Dushmantha Chameera,44,43,,,50,5/16,33.16,5.39,36.8,1,0,1843,1658,2018-2018
Simi Singh,35,30,,,39,5/10,25.92,3.99,38.9,1,0,1519,1011,2018-2018
Michael Leask,69,62,,,57,4/24,33.14,5.01,39.6,0,0,2260,1889,2018-2018
Scott Cameron,2,2,,,3,2/64,41.00,6.77,36.3,0,0,109,123,2018-2018
Umar Amin,16,3,,,0,-,-,3.42,-,0,0,42,24,2018-2018
Aamer Yamin,4,4,,,2,1/38,77.00,5.92,78.0,0,0,156,154,2018-2018
Mohammad Nawaz,28,28,,,37,4/19,30.94,4.94,37.5,0,0,1390,1145,2018-2018
Matt Henry,72,70,,,127,5/30,25.59,5.14,29.8,2,0,3789,3251,2018-2018
Cameron White,91,19,,,12,3/5,29.25,6.36,27.5,0,0,331,351,2018-2018
Alex Carey,64,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Jhye Richardson,15,15,,,27,4/26,29.37,5.87,30.0,0,0,810,793,2018-2018
Mahmudullah,218,146,,,82,3/4,45.26,5.21,52.1,0,0,4273,3712,2018-2018
Sabbir Rahman,66,21,,,3,1/12,115.00,6.76,102.0,0,0,306,345,2018-2018
Mohammad Saifuddin,29,28,,,41,4/41,31.19,5.98,31.2,0,0,1283,1279,2018-2018
Niroshan Dickwella,55,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Nuwan Pradeep,49,47,,,63,4/31,37.12,5.98,37.2,0,0,2345,2339,2018-2018
Josh Hazlewood,69,68,,,108,6/52,25.61,4.57,33.5,3,0,3626,2766,2018-2018
Kyle Coetzer,89,10,,,2,1/17,126.50,5.62,135.0,0,0,270,253,2018-2018
Shaiman Anwar,40,7,,,4,3/61,33.50,6.87,29.2,0,0,117,134,2018-2018
Lakshan Sandakan,31,30,,,27,4/52,57.00,6.20,55.1,0,0,1488,1539,2018-2018
Amir Hayat,9,9,,,11,3/19,34.72,5.10,40.8,0,0,449,382,2018-2018
Imran Haider,20,20,,,32,4/25,26.28,5.35,29.4,0,0,943,841,2018-2018
Abul Hasan,7,7,,,0,-,-,6.77,-,0,0,216,244,2018-2018
Danushka Gunathilaka,47,22,,,8,3/48,46.37,5.53,50.2,0,0,402,371,2018-2018
Tom Curran,28,28,,,34,5/35,37.94,5.91,38.4,1,0,1308,1290,2018-2018
Shehan Madushanka,1,1,,,3,3/26,8.66,4.21,12.3,0,0,37,26,2018-2018
Mohammad Mithun,34,1,,,0,-,-,6.00,-,0,0,12,12,2018-2018
Mehidy Hasan Miraz,77,74,,,88,4/25,32.97,4.70,42.0,0,0,3699,2902,2018-2018
David Willey,64,63,,,84,5/30,31.21,5.58,33.5,1,0,2817,2622,2018-2018
Jake Ball,18,18,,,21,5/51,46.66,6.20,45.0,1,0,947,980,2018-2018
Glenn Maxwell,128,101,,,60,4/46,50.23,5.56,54.1,0,0,3248,3014,2018-2018
Quinton de Kock,140,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Hashim Amla,181,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Faf du Plessis,143,11,,,2,1/8,94.50,5.90,96.0,0,0,192,189,2018-2018
Aiden Markram,50,21,,,16,2/18,36.31,5.58,39.0,0,0,624,581,2018-2018
Jean-Paul Duminy,199,135,,,69,4/16,45.55,5.36,50.9,0,0,3513,3143,2018-2018
David Miller,155,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Chris Morris,42,40,,,48,4/31,36.58,5.56,39.4,0,0,1894,1756,2018-2018
Andile Phehlukwayo,74,69,,,87,4/22,31.54,5.73,32.9,0,0,2869,2744,2018-2018
Kagiso Rabada,89,87,,,137,6/16,27.94,5.01,33.4,2,0,4579,3829,2018-2018
Morne Morkel,117,114,,,188,5/21,25.32,4.95,30.6,2,0,5760,4761,2018-2018
Rohit Sharma,243,38,,,8,2/27,64.37,5.21,74.1,0,0,593,515,2018-2018
Shikhar Dhawan,167,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Virat Kohli,274,48,,,4,1/15,166.25,6.22,160.2,0,0,641,665,2018-2018
Ajinkya Rahane,90,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Hardik Pandya,74,69,,,72,4/24,37.65,5.61,40.2,0,0,2896,2711,2018-2018
MS Dhoni,350,2,,,1,1/14,31.00,5.16,36.0,0,0,36,31,2018-2018
Bhuvneshwar Kumar,121,120,,,141,5/42,35.11,5.08,41.4,1,0,5847,4951,2018-2018
Jasprit Bumrah,72,72,,,121,6/19,24.30,4.63,31.4,2,0,3807,2941,2018-2018
Yuzvendra Chahal,72,69,,,121,6/42,27.13,5.26,30.9,2,0,3739,3283,2018-2018
Kuldeep Yadav,81,79,,,134,6/25,27.48,5.21,31.5,1,0,4234,3683,2018-2018
Kedar Jadhav,73,42,,,27,3/23,37.77,5.15,43.9,0,0,1187,1020,2018-2018
Imran Tahir,107,104,,,173,7/45,24.83,4.65,32.0,3,0,5541,4297,2018-2018
Khaya Zondo,6,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Tabraiz Shamsi,44,41,,,57,5/49,34.38,5.51,37.4,1,0,2134,1960,2018-2018
Heinrich Klaasen,36,2,,,0,-,-,6.60,-,0,0,30,33,2018-2018
Lungi Ngidi,45,44,,,73,6/58,27.90,5.73,29.1,1,0,2130,2037,2018-2018
Mohammad Shahzad,84,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Ihsanullah,16,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Rahmat Shah,94,27,,,14,5/32,36.71,5.81,37.8,1,0,530,514,2018-2018
Asghar Afghan,114,7,,,3,1/1,30.33,3.92,46.3,0,0,139,91,2018-2018
Nasir Jamal,16,1,,,0,-,-,7.00,-,0,0,6,7,2018-2018
Najibullah Zadran,88,2,,,0,-,-,6.00,-,0,0,30,30,2018-2018
Ryan Burl,47,31,,,19,5/10,37.42,6.11,36.7,1,0,698,711,2018-2018
Brian Vitori,24,24,,,32,5/20,35.90,5.77,37.2,2,0,1193,1149,2018-2018
Mujeeb Ur Rahman,61,60,,,86,5/50,25.05,4.06,36.9,1,0,3177,2155,2018-2018
Dawlat Zadran,82,80,,,115,4/22,29.76,5.44,32.7,0,0,3769,3423,2018-2018
Mohammad Nabi,142,137,,,150,4/30,31.94,4.30,44.5,0,0,6681,4792,2018-2018
Gulbadin Naib,76,70,,,65,6/43,35.35,5.43,39.0,1,0,2535,2298,2018-2018
Rashid Khan,89,84,,,167,7/18,18.52,4.14,26.8,4,0,4481,3094,2018-2018
Shreyas Iyer,42,5,,,0,-,-,6.32,-,0,0,37,39,2018-2018
AB de Villiers,228,9,,,7,2/15,28.85,6.31,27.4,0,0,192,202,2018-2018
Tarisai Musakanda,16,1,,,0,-,-,5.50,-,0,0,12,11,2018-2018
Sharafuddin Ashraf,19,19,,,13,3/29,46.53,4.28,65.2,0,0,848,605,2018-2018
Farhaan Behardien,59,35,,,14,3/19,51.35,5.76,53.4,0,0,748,719,2018-2018
Shardul Thakur,35,35,,,50,4/52,31.98,6.22,30.8,0,0,1541,1599,2018-2018
Javed Ahmadi,47,19,,,9,4/37,40.33,4.81,50.2,0,0,452,363,2018-2018
Samiullah Shinwari,84,65,,,46,4/31,37.58,4.91,45.8,0,0,2111,1729,2018-2018
Tendai Chisoro,21,19,,,24,3/16,28.50,4.56,37.5,0,0,900,684,2018-2018
Shapoor Zadran,44,44,,,43,4/24,36.95,4.80,46.1,0,0,1983,1589,2018-2018
Ben Stokes,105,88,,,74,5/61,42.39,6.05,42.0,1,0,3110,3137,2018-2018
Ish Sodhi,46,44,,,55,4/58,38.05,5.49,41.5,0,0,2287,2093,2018-2018
Mark Chapman,12,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Brad Wheal,13,13,,,23,3/34,22.08,4.43,29.8,0,0,687,508,2018-2018
Vani Morea,13,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Lega Siaka,47,14,,,3,2/33,60.33,4.52,80.0,0,0,240,181,2018-2018
Assad Vala,66,61,,,55,3/17,28.70,3.96,43.4,0,0,2388,1579,2018-2018
Sese Bau,57,23,,,10,2/35,57.60,4.86,71.0,0,0,710,576,2018-2018
Mahuru Dai,18,18,,,18,3/58,37.50,4.24,53.0,0,0,954,675,2018-2018
Charles Amini,49,43,,,32,4/27,43.06,4.84,53.3,0,0,1706,1378,2018-2018
Jason Kila,13,8,,,6,3/27,33.33,5.24,38.1,0,0,229,200,2018-2018
Jack Vare,9,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Chad Soper,56,56,,,70,6/41,28.35,4.55,37.3,2,0,2612,1985,2018-2018
Norman Vanua,57,55,,,61,4/24,34.18,5.20,39.3,0,0,2402,2085,2018-2018
Alei Nao,26,26,,,25,4/27,38.88,5.08,45.9,0,0,1148,972,2018-2018
Nizakat Khan,20,6,,,4,1/11,29.75,4.92,36.2,0,0,145,119,2018-2018
Aizaz Khan,19,19,,,16,2/26,42.50,5.60,45.5,0,0,728,680,2018-2018
Babar Hayat,22,1,,,0,-,-,9.00,-,0,0,6,9,2018-2018
Anshy Rath,18,7,,,14,3/22,11.92,2.97,24.0,0,0,337,167,2018-2018
Scott McKechnie,8,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Shahid Wasif,10,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Waqas Barkat,10,4,,,0,-,-,5.00,-,0,0,90,75,2018-2018
Tanwir Afzal,20,19,,,19,3/20,31.63,4.23,44.8,0,0,852,601,2018-2018
Ehsan Khan,15,15,,,29,4/33,20.48,4.41,27.8,0,0,807,594,2018-2018
Ehsan Nawaz,12,12,,,16,4/47,28.62,5.35,32.0,0,0,513,458,2018-2018
Nadeem Ahmed,25,25,,,38,4/26,24.52,4.21,34.9,0,0,1327,932,2018-2018
Tony Ura,61,1,,,0,-,-,12.00,-,0,0,6,12,2018-2018
Tim Murtagh,58,57,,,74,5/21,30.94,4.54,40.8,1,0,3020,2290,2018-2018
Chris Gayle,301,199,,,167,5/46,35.48,4.78,44.4,1,0,7424,5926,2018-2018
Evin Lewis,57,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Shimron Hetmyer,47,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Marlon Samuels,207,134,,,89,3/12,46.37,4.86,57.2,0,0,5091,4127,2018-2018
Shai Hope,115,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Jason Holder,138,134,,,159,5/27,36.96,5.50,40.2,2,0,6402,5878,2018-2018
Ashley Nurse,54,49,,,49,4/51,43.36,5.34,48.6,0,0,2384,2125,2018-2018
Chirag Suri,37,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Sheldon Cottrell,38,36,,,52,5/46,32.40,5.87,33.1,1,0,1722,1685,2018-2018
Kemar Roach,95,93,,,125,6/27,31.08,5.09,36.6,3,0,4579,3885,2018-2018
Jason Mohammed,36,16,,,8,3/47,42.50,4.63,55.0,0,0,440,340,2018-2018
Nikita Miller,50,46,,,45,4/43,36.88,4.68,47.2,0,0,2125,1660,2018-2018
Cephas Zhuwao,9,2,,,0,-,-,6.63,-,0,0,19,21,2018-2018
Kesrick Williams,8,7,,,9,4/43,32.55,5.32,36.6,0,0,330,293,2018-2018
Carlos Brathwaite,44,40,,,43,5/27,41.06,5.80,42.4,1,0,1825,1766,2018-2018
Rovman Powell,50,15,,,3,1/7,91.66,5.89,93.3,0,0,280,275,2018-2018
Sean Williams,156,128,,,83,4/43,47.54,4.94,57.7,0,0,4792,3946,2018-2018
Keemo Paul,30,29,,,34,3/34,36.41,5.92,36.8,0,0,1253,1238,2018-2018
Chris Sole,30,30,,,53,4/27,23.67,5.05,28.1,0,0,1490,1255,2018-2018
Kiplin Doriga,39,-,,,-,-,-,-,-,-,-,-,-,2018-2018
John Reva,9,9,,,13,3/40,27.46,5.28,31.1,0,0,405,357,2018-2018
Damien Ravu,18,17,,,8,2/19,71.75,5.31,81.0,0,0,648,574,2018-2018
Kinchit Shah,10,3,,,7,4/10,11.28,4.30,15.7,0,0,110,79,2018-2018
Simandeep Singh,1,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Tanveer Ahmed,6,6,,,5,2/49,41.60,5.44,45.8,0,0,229,208,2018-2018
Devendra Bishoo,42,40,,,38,3/30,43.89,4.94,53.2,0,0,2022,1668,2018-2018
Dylan Budge,17,8,,,1,1/21,111.00,4.44,150.0,0,0,150,111,2018-2018
Sam Billings,28,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Shaun Marsh,73,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Ashton Agar,21,21,,,20,2/31,45.90,5.27,52.2,0,0,1044,918,2018-2018
Michael Neser,2,2,,,2,2/46,60.00,7.19,50.0,0,0,100,120,2018-2018
Kane Richardson,25,25,,,39,5/68,31.79,5.67,33.6,1,0,1312,1240,2018-2018
Billy Stanlake,7,7,,,7,3/35,46.28,5.49,50.5,0,0,354,324,2018-2018
D'Arcy Short,8,5,,,0,-,-,7.60,-,0,0,90,114,2018-2018
Nathan Lyon,29,29,,,29,4/44,46.00,4.92,56.0,0,0,1626,1334,2018-2018
Craig Overton,7,7,,,5,2/23,58.20,5.66,61.6,0,0,308,291,2018-2018
Sam Curran,23,23,,,26,5/48,36.38,5.86,37.2,1,0,968,946,2018-2018
KL Rahul,54,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Umesh Yadav,75,73,,,106,4/31,33.63,6.01,33.5,0,0,3558,3565,2018-2018
Siddarth Kaul,3,3,,,0,-,-,6.62,-,0,0,162,179,2018-2018
Suresh Raina,226,101,,,36,3/34,50.30,5.11,59.0,0,0,2126,1811,2018-2018
Asif Ali,21,1,,,0,-,-,10.80,-,0,0,5,9,2018-2018
Brian Chari,14,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Chamu Chibhabha,109,59,,,35,4/25,46.60,5.82,47.9,0,0,1679,1631,2018-2018
Ryan Murray,5,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Donald Tiripano,38,36,,,36,5/63,40.44,5.79,41.8,1,0,1508,1456,2018-2018
Liam Roche,3,3,,,2,1/54,78.50,6.82,69.0,0,0,138,157,2018-2018
Wellington Masakadza,35,32,,,31,4/21,38.96,4.92,47.4,0,0,1472,1208,2018-2018
Usman Shinwari,17,17,,,34,5/34,18.61,4.94,22.5,2,0,768,633,2018-2018
Dinesh Karthik,94,-,,,-,-,-,-,-,-,-,-,-,2018-2018
James Vince,25,2,,,1,1/18,38.00,5.42,42.0,0,0,42,38,2018-2018
Prince Masvaure,2,1,,,0,-,-,6.33,-,0,0,18,19,2018-2018
Elton Chigumbura,213,132,,,101,4/28,42.31,5.91,42.9,0,0,4339,4274,2018-2018
Richard Ngarava,39,38,,,47,4/43,34.14,5.37,38.0,0,0,1790,1605,2018-2018
Junaid Khan,76,76,,,110,4/12,29.23,5.35,32.7,0,0,3601,3216,2018-2018
Yasir Shah,25,24,,,24,6/26,47.91,5.33,53.8,1,0,1293,1150,2018-2018
Tinashe Kamunhukamwe,7,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Chris Mpofu,84,83,,,93,6/52,38.50,5.42,42.5,1,0,3960,3581,2018-2018
Andre Russell,56,55,,,70,4/35,31.84,5.84,32.7,0,0,2290,2229,2018-2018
Alzarri Joseph,61,60,,,101,5/56,27.40,5.26,31.2,1,0,3152,2768,2018-2018
Mosaddek Hossain,43,41,,,17,3/13,57.00,5.14,66.4,0,0,1130,969,2018-2018
Kieran Powell,46,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Shehan Jayasuriya,12,11,,,3,1/15,92.33,5.32,104.0,0,0,312,277,2018-2018
Lahiru Kumara,26,26,,,34,3/22,33.55,6.42,31.3,0,0,1065,1141,2018-2018
Wiaan Mulder,12,12,,,10,2/59,34.10,5.77,35.4,0,0,354,341,2018-2018
Stephan Myburgh,22,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Daniel ter Braak,2,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Ben Cooper,13,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Wesley Barresi,45,3,,,0,-,-,7.40,-,0,0,30,37,2018-2018
Bas de Leede,30,23,,,24,5/52,32.08,5.94,32.3,1,0,777,770,2018-2018
Michael Rippon,9,9,,,13,4/37,23.00,4.46,30.9,0,0,402,299,2018-2018
Pieter Seelaar,57,57,,,57,4/15,35.68,4.67,45.7,0,0,2609,2034,2018-2018
Scott Edwards,38,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Shane Snater,4,4,,,2,1/41,94.00,7.52,75.0,0,0,150,188,2018-2018
Fred Klaassen,19,19,,,32,3/23,23.53,4.31,32.7,0,0,1047,753,2018-2018
Paul van Meekeren,13,13,,,15,2/28,36.00,5.56,38.8,0,0,582,540,2018-2018
Gyanendra Malla,37,2,,,1,1/6,18.00,6.00,18.0,0,0,18,18,2018-2018
Anil Sah,4,-,,,-,-,-,-,-,-,-,-,-,2018-2018
Paras Khadka,10,9,,,9,4/26,27.00,3.91,41.3,0,0,372,243,2018-2018
Dipendra Singh Airee,50,44,,,36,3/18,31.75,3.88,49.0,0,0,1766,1143,2018-2018
Aarif Sheikh,47,26,,,6,1/16,88.16,4.74,111.5,0,0,669,529,2018-2018
Sompal Kami,47,47,,,63,5/33,28.07,4.99,33.7,1,0,2127,1769,2018-2018
Basant Regmi,4,4,,,4,2/49,29.25,4.03,43.5,0,0,174,117,2018-2018
Shakti Gauchan,1,1,,,0,-,-,3.75,-,0,0,24,15,2018-2018
Karan KC,46,46,,,73,5/33,24.26,5.25,27.7,3,0,2024,1771,2018-2018
